,x1,x2,y
0,0.004419004933,-0.3210692307,1
1,0.1429355398,1.701657087,1
2,-1.571847985,-0.08587414856,1
3,0.6667520948,-0.2405665305,1
4,0.6907668423,1.058376606,1
5,-1.44693984,0.233923387,1
6,-1.742331964,-0.4953574975,1
7,0.6077658422,-1.885788646,1
8,1.591015453,0.2854255341,1
9,0.001556008202,-0.3841491501,1
10,-0.5255533965,0.08231079424,1
11,0.1009361224,0.7019272935,1
12,1.766993142,0.6620318131,1
13,-1.055843305,-1.18710594,1
14,1.260187894,0.5250142076,1
15,1.832779243,-0.7177867172,1
16,-0.1477003354,0.8190751504,1
17,-0.9086889822,1.554813115,1
18,-0.359180036,-0.2660685937,1
19,-0.7678269683,1.782926437,1
20,1.029021964,0.3565672127,1
21,0.04049357639,-1.893628267,1
22,0.538593868,-1.377927578,1
23,0.5049074526,-0.3563159533,1
24,-1.216854192,-0.5180170952,1
25,-0.3492362997,-1.369009955,1
26,-1.023712829,-1.482981181,1
27,-0.1181432669,1.026963077,1
28,1.160348137,0.4426030197,1
29,0.6440980624,1.718873854,1
30,1.022566843,1.617287623,1
31,-0.0890871073,-0.5499947693,1
32,-0.2495295779,-0.08476403673,1
33,-0.1058309559,-0.8730671744,1
34,0.5017006053,-1.32177222,1
35,1.342677931,0.91292073,1
36,1.569713811,-0.4538399904,1
37,0.3052235205,-1.295924909,1
38,0.4655396168,1.576674373,1
39,-0.337650901,0.917586369,1
40,0.2870719221,0.4654345352,1
41,0.5086345301,-1.645330276,1
42,-1.716713427,-0.9143908823,1
43,-0.3791374319,0.09877812473,1
44,1.609105244,0.9949279968,1
45,-0.5702766685,-1.533449645,1
46,-1.72329248,0.7687511148,1
47,-0.5340231021,1.54416935,1
48,0.5235197003,1.11268481,1
49,-1.366024392,0.8170140281,1
50,-1.526078086,-0.9953734038,1
51,1.466823957,1.242305249,1
52,-1.114917599,0.9393187072,1
53,1.23133446,0.2354222818,1
54,-1.26834223,0.1868920252,1
55,0.634262863,0.3139283997,1
56,1.468586363,-0.6465118043,1
57,-1.111815714,0.6416595792,1
58,0.9457498189,-1.176755959,1
59,0.4864403388,-0.730022669,1
60,-0.8185760649,1.81270337,1
61,0.07321341263,0.06769898069,1
62,-1.442748085,1.168986968,1
63,-0.9460075726,-1.38113013,1
64,0.7885478861,-0.1101999482,1
65,0.6912714881,0.4352877773,1
66,0.9343559126,-1.189825229,1
67,-0.5913651151,0.9042510049,1
68,-1.633377694,-0.9273706812,1
69,-1.180830473,0.8610402904,1
70,1.539493678,0.5039955417,1
71,0.178044373,-1.352836102,1
72,1.69388175,0.001815251181,1
73,0.4350594112,1.30166435,1
74,0.9628336233,-0.415210463,1
75,-0.5398284301,-1.571279035,1
76,1.549805268,1.158639629,1
77,0.7847412097,-0.8776351846,1
78,1.193466098,1.209051324,1
79,1.099146641,0.9235523978,1
80,-0.6020407814,-1.574706755,1
81,-0.4205338435,-0.4370214897,1
82,0.4866695775,0.2090630425,1
83,0.1644249162,1.537468456,1
84,-0.8527692619,0.3135879384,1
85,0.03551332903,-1.26893377,1
86,0.7977501982,0.09338619497,1
87,1.171280359,1.342736944,1
88,-0.7000146381,1.843939227,1
89,-0.6743828542,-1.804139034,1
90,0.01690677193,-1.896647858,1
91,-0.9733567333,-0.5280367865,1
92,-0.8052816043,-0.371521277,1
93,0.2514993662,0.121276663,1
94,1.375999183,-1.306983583,1
95,-1.545423106,0.6085445525,1
96,-0.346720931,-1.738397147,1
97,-0.1813205397,-1.54691121,1
98,0.351714922,0.7401403328,1
99,1.05304588,1.019438743,1
100,-1.386315027,-0.7210760153,1
101,0.8404617611,-0.4680892376,1
102,-1.108832553,0.3794045679,1
103,1.287265601,-1.387928254,1
104,-0.6668908253,0.06087605733,1
105,-0.6104656622,1.218930093,1
106,0.08455675698,0.9837255744,1
107,-1.809722357,-0.5053564709,1
108,1.039758747,-0.439379942,1
109,0.4189254229,-0.3187878335,1
110,-0.9506719646,-1.085967309,1
111,0.6471669848,1.283342963,1
112,0.732810914,1.719458099,1
113,-0.6841576237,-1.516552745,1
114,0.4515562713,0.7406934813,1
115,0.5686147529,1.729633083,1
116,0.8198167154,-1.052071429,1
117,1.177299448,-1.384252917,1
118,0.5689167168,-1.767286079,1
119,1.384894972,0.2145901973,1
120,1.178482936,0.6897372399,1
121,-0.04221708929,-1.23107057,1
122,-1.326296423,0.5822212697,1
123,0.8074117499,0.1592957713,1
124,-0.05613420279,1.019918924,1
125,-0.7101579382,0.7453622148,1
126,-0.7033174251,-1.86927107,1
127,-1.023302331,-0.3876550934,1
128,0.7211044712,-1.251101276,1
129,-0.9804363462,-0.7684938808,1
130,1.712270339,0.3222577115,1
131,0.7391593559,-0.4510459485,1
132,1.863376177,0.5378984915,1
133,-0.8936192639,-0.5985183183,1
134,0.8809023746,0.2578912566,1
135,-1.48057888,-0.9767459792,1
136,-0.3121871473,0.4479706704,1
137,-0.3911561486,1.003835104,1
138,-0.656870808,-1.0708458,1
139,0.6192452253,-1.763110977,1
140,-1.390303366,0.956572255,1
141,-0.7244157272,0.8383703887,1
142,-0.5291856861,-1.278330562,1
143,0.6981086981,1.669543552,1
144,1.207212555,0.5928597252,1
145,0.574790272,-0.1736515874,1
146,-1.774081875,-0.567261338,1
147,-0.0579575545,1.875389783,1
148,1.858339507,0.1338622674,1
149,-0.3902366297,0.2726664444,1
150,1.312315517,-0.3709360333,1
151,1.677495627,0.4283995379,1
152,-1.141015781,1.145152966,1
153,0.8117825947,-1.177052146,1
154,-1.168315034,-0.08741815491,1
155,1.697342122,-0.9018489082,1
156,0.282393222,-1.829084134,1
157,-0.1531399412,-0.2062957353,1
158,0.1901107376,0.8514532689,1
159,1.394567501,-0.8513596126,1
160,-0.3757988325,-1.649642639,1
161,-0.4735968915,-1.208298095,1
162,1.050044517,-1.3865755,1
163,0.3637463343,-1.955425322,1
164,1.527634834,0.8117110198,1
165,0.689574449,-0.8289014953,1
166,0.4134767188,-1.438807118,1
167,0.6998448161,-0.3983044959,1
168,-0.4937955878,1.239411092,1
169,-0.9808058782,0.8465945662,1
170,1.487600081,1.276453055,1
171,-1.088327394,-1.174375883,1
172,-1.690893554,0.9549713167,1
173,-0.6189613662,-0.7245737304,1
174,-0.5142936378,-0.2769693028,1
175,-0.5866468508,0.07905516655,1
176,0.3618138728,0.1603742938,1
177,0.006960523865,-0.9885869612,1
178,1.479866811,-0.5330559504,1
179,1.525836651,0.1270032177,1
180,0.4221962212,-1.777452983,1
181,-1.034840878,0.2678029348,1
182,-0.2066162416,-1.904120454,1
183,-0.953135413,0.07116067672,1
184,0.09148089996,1.135879163,1
185,0.8813677586,1.260933322,1
186,0.09216370229,-1.521212722,1
187,0.6649983623,-1.565737036,1
188,0.4806551209,1.419488858,1
189,0.6028058615,0.8789741676,1
190,-1.872421735,0.6730851495,1
191,0.07697807421,-1.174203789,1
192,0.239125687,0.5843638253,1
193,0.07845110495,1.356162893,1
194,-1.033027865,-1.420943345,1
195,-0.6413980651,0.3982058282,1
196,-1.055889267,0.5732680373,1
197,-1.492041323,-1.015167,1
198,-0.6170975454,-0.05094819778,1
199,-1.178426244,-1.475169117,1
200,4.76671656,-2.588983702,2
201,4.911830667,-2.04266535,2
202,-2.024523541,4.73438931,2
203,1.661978871,-3.292628316,2
204,-4.346606337,0.8035183907,2
205,3.53024427,2.042506293,2
206,4.179341647,-3.651606278,2
207,4.538837071,0.9356117614,2
208,3.308648014,4.551250486,2
209,-4.500990458,3.462657359,2
210,-0.3019858153,4.700584496,2
211,2.770165256,-2.983536691,2
212,5.727541816,-1.124163881,2
213,-2.509458991,-3.548096328,2
214,0.7535169056,5.855648583,2
215,-4.07821094,1.254642969,2
216,0.4013663719,4.804095095,2
217,-4.326264666,-4.106514414,2
218,-5.249547055,1.076590309,2
219,0.1788325832,-3.576857631,2
220,2.992135481,2.703066607,2
221,4.523213729,0.7985252225,2
222,-2.024748166,3.2418406,2
223,-2.569575426,4.301825935,2
224,5.532466918,0.4995722641,2
225,-5.005050758,2.165049409,2
226,3.70444311,1.054115581,2
227,-2.993191599,4.02516228,2
228,4.796025105,1.587494785,2
229,0.7145230747,5.399272933,2
230,1.625983724,4.706666882,2
231,-3.589734613,2.798239812,2
232,4.763544338,-0.1036789506,2
233,2.901076483,-3.248549404,2
234,3.767581413,-3.17503007,2
235,-5.796231874,1.193329628,2
236,-3.123788933,3.669685301,2
237,2.577997438,2.772364093,2
238,-2.685133266,4.780524552,2
239,0.3309197183,4.320580824,2
240,2.393123554,-3.670130166,2
241,3.149162211,-4.363729308,2
242,2.210523822,5.48511302,2
243,-4.67058204,-2.140818431,2
244,-1.775018976,-3.092365894,2
245,-2.235297097,-4.387224036,2
246,-3.701090194,2.830438276,2
247,-2.839715669,-4.816829263,2
248,-4.69336909,-2.586192241,2
249,-5.489425891,-0.4148114898,2
250,-5.773770311,0.8502491392,2
251,-4.083137923,-2.23418192,2
252,1.861878294,4.35506417,2
253,-4.283504202,-3.9037243,2
254,3.577321999,-1.911221778,2
255,-4.224970532,-3.222192174,2
256,1.356327276,-3.448651575,2
257,-3.059715299,-3.985730835,2
258,-4.61397415,-3.705318635,2
259,-0.276545693,4.262024582,2
260,4.987434459,-0.1885748747,2
261,-0.05310585928,5.90429992,2
262,-1.77848996,4.803573423,2
263,1.450860874,-4.696219031,2
264,-4.453353658,-2.507521095,2
265,-3.220712839,-2.738590318,2
266,4.996705672,-0.2155566569,2
267,-4.884855004,3.061369688,2
268,-2.924525455,4.874616584,2
269,-4.211808724,-2.608047682,2
270,2.580527837,-2.665035011,2
271,5.026470174,3.087520667,2
272,-2.087358904,5.107342859,2
273,5.478161374,0.6067253454,2
274,5.68475787,1.877801629,2
275,-5.312163435,1.160867243,2
276,5.493852651,-1.05145086,2
277,-3.129398476,-4.086571118,2
278,-3.166416113,2.824855388,2
279,-0.9039135774,-3.517522783,2
280,3.377555691,-4.11841412,2
281,-3.179215802,2.333022135,2
282,3.939752611,2.469354856,2
283,0.1965722067,4.716046968,2
284,3.648065511,-1.757386199,2
285,0.6688023286,3.760239679,2
286,4.505499202,3.795940958,2
287,-3.86702661,-0.4140243051,2
288,1.138362918,3.760813089,2
289,2.571962068,2.87416257,2
290,-2.61990322,-4.671459411,2
291,5.376090655,1.036554433,2
292,-3.226152458,-3.654152081,2
293,-3.774122159,0.3457851649,2
294,-5.267537165,-2.084471611,2
295,-3.906984745,-1.153988377,2
296,-4.539721922,-3.807055016,2
297,2.709537128,4.456709388,2
298,2.560560277,2.930518215,2
299,-3.441318815,0.6396400327,2
300,-0.2322356146,5.498646716,2
301,-0.3472684452,5.24333924,2
302,-3.272766714,4.847669032,2
303,-4.923000776,-1.247723829,2
304,0.3410863126,-3.887537158,2
305,3.516194776,-1.054743161,2
306,4.099696322,0.7368903922,2
307,1.852919116,5.556659607,2
308,-3.243259329,-4.940706336,2
309,1.490953226,3.965301733,2
310,-5.806154498,-0.02611917988,2
311,-1.089808601,4.990729214,2
312,-1.581200439,-3.219859385,2
313,3.311460009,3.286927674,2
314,-5.237733311,1.502977243,2
315,0.1169210598,5.916119348,2
316,3.723536435,1.553068593,2
317,-2.458582978,-2.885004195,2
318,-3.901570513,-3.484073125,2
319,-3.765420583,0.9220993947,2
320,1.08894474,-4.828878332,2
321,3.266293494,3.060957116,2
322,4.013422722,2.447916193,2
323,2.09626479,3.091665445,2
324,2.631161596,-3.66749816,2
